path,subject_id,label,accel_mean_mean,accel_mean_std,axis_corr_mean_abs,dom_ratio_mean,dom_ratio_std,jerk_mean_mean,jerk_mean_std,path_len_mean,path_len_std,speed_mean_mean,speed_mean_std,speed_std_mean,speed_std_std,spread_mean,spread_std,zero_speed_frac
data/306_18_0_1_1_sit.txt,306,sit,0.001880667172,0.002676703501,0.5685696205,0.6176766753,0.1643622369,0.002805803902,0.003997134045,0.3427171707,0.5155219436,0.003461789573,0.00520729227,0.002667094581,0.003324112855,0.01738272607,0.04030198976,0.6468686869
data/306_18_0_2_1_sit.txt,306,sit,0.002540201182,0.003414073959,0.5694669485,0.6329188347,0.2076112181,0.003802143969,0.005109948106,0.4084354341,0.5966276526,0.00412561046,0.006026541814,0.004375040997,0.005573648494,0.02085224725,0.05166113377,0.6371717172
data/306_18_0_3_1_sit.txt,306,sit,0.003023821395,0.003888178384,0.6043268243,0.7038762569,0.1777479053,0.004249111749,0.005507331807,0.4324803054,0.5947392583,0.004368487746,0.006007466931,0.003682511393,0.004364927299,0.02008116432,0.04821785539,0.6076767677
data/306_18_0_4_1_sit.txt,306,sit,0.002097587101,0.00289984257,0.534848998,0.7062217593,0.1754125953,0.00304636755,0.00420887908,0.3676930666,0.5592707992,0.003714070888,0.005649200175,0.003034353955,0.004257795867,0.01907472126,0.04797627404,0.64
data/306_18_0_5_1_sit.txt,306,sit,0.003186237533,0.004250620492,0.5897610982,0.6759681702,0.1594074816,0.004444432911,0.006014222745,0.4303177893,0.586692214,0.004346644506,0.005926183425,0.004154838622,0.005280905403,0.01993745938,0.04616110399,0.6153535354
data/306_18_0_6_1_sit.txt,306,sit,0.002716610674,0.003554721363,0.5716412465,0.6994231343,0.1715027988,0.00387904793,0.005066062324,0.3978174329,0.5595659614,0.004018357489,0.005652181339,0.003173032776,0.003802899038,0.0187126752,0.04536036402,0.6250505051
data/306_18_1_1_1_sit.txt,306,sit,0.002263437025,0.003454955295,0.4936424494,0.6248751283,0.1603900641,0.003262641374,0.004977935459,0.3392599225,0.5525157452,0.00342686777,0.005580966827,0.002869724995,0.004090432078,0.01875730976,0.04623824358,0.663030303
data/306_18_1_2_1_sit.txt,306,sit,0.0019334096,0.00309986528,0.475266397,0.72189188,0.1632356644,0.00277232565,0.004438155796,0.3131136,0.5381234288,0.00316276378,0.005435589701,0.002359457081,0.003656478832,0.01767819934,0.04475078359,0.6888888889
data/306_18_1_3_1_sit.txt,306,sit,0.001358461333,0.002071117051,0.4870476325,0.6835513115,0.1750875115,0.00200300198,0.003043337725,0.2856013477,0.4801916778,0.002884862479,0.004850421101,0.003290361259,0.005594174378,0.01800686866,0.04652990401,0.7002020202
data/306_18_1_4_1_sit.txt,306,sit,0.001846865984,0.002710744971,0.4749074777,0.6671113372,0.1857885867,0.002655010438,0.003939213231,0.2958520949,0.4812276661,0.002988405293,0.004860885441,0.002477559028,0.003583382582,0.01657715999,0.04357071966,0.6642424242
data/306_18_1_5_1_sit.txt,306,sit,0.0019243079,0.00286402856,0.4677029848,0.7161671519,0.1264269799,0.002659215825,0.003923866898,0.3237049878,0.5332702994,0.003269747831,0.005386568606,0.002598909661,0.003926552832,0.01872544922,0.04883075133,0.6686868687
data/306_18_1_6_1_sit.txt,306,sit,0.001834582654,0.00267065363,0.4982753893,0.6420251727,0.1493890733,0.00265011075,0.003855513642,0.3249913752,0.513133347,0.003282741411,0.005183165427,0.002604290145,0.003597375937,0.01708391123,0.0433668755,0.663030303
data/306_18_2_1_1_sit.txt,306,sit,0.003708265489,0.00467932364,0.5085435808,0.6535714865,0.175592348,0.005380091723,0.00683549,0.7248379588,1.13130796,0.00732159568,0.01142735314,0.004918164108,0.006761221681,0.04200529307,0.09546745569,0.5042424242
data/306_18_2_2_1_sit.txt,306,sit,0.0036265729,0.004619553685,0.564506044,0.6895725727,0.1485954225,0.00534995459,0.006759437732,0.7004914284,1.133809924,0.007075671107,0.01145262551,0.00416986132,0.005640384275,0.04056839645,0.09964512289,0.5301010101
data/306_18_2_3_1_sit.txt,306,sit,0.003629480489,0.004594351631,0.5106168687,0.7061834931,0.1504645497,0.005218757782,0.006618610583,0.7128317356,1.148545027,0.007200321183,0.01160146482,0.00490196934,0.006478017196,0.04029630497,0.1022554934,0.5709090909
