path,subject_id,label,accel_mean_mean,accel_mean_std,axis_corr_mean_abs,dom_ratio_mean,dom_ratio_std,jerk_mean_mean,jerk_mean_std,path_len_mean,path_len_std,speed_mean_mean,speed_mean_std,speed_std_mean,speed_std_std,spread_mean,spread_std,zero_speed_frac
data/101_18_0_1_1_stand.txt,101,stand,0.00154805393,0.002169152256,0.5436960459,0.6743503809,0.1532252431,0.002190744039,0.003092746018,0.3044080436,0.5028557181,0.003074828302,0.0050793509,0.00239725248,0.003806054825,0.01977949776,0.0470119603,0.6905050505
data/101_18_0_2_1_stand.txt,101,stand,0.0009533513803,0.001412632526,0.4840301573,0.6511415243,0.1500964612,0.001394779887,0.002072494477,0.2644815445,0.4603180289,0.002671530936,0.004649676848,0.001979935216,0.003189670155,0.0157078132,0.04149392247,0.7111111111
data/101_18_0_3_1_stand.txt,101,stand,0.001629982027,0.002593695885,0.5321227312,0.6212026477,0.1560074538,0.002351271221,0.003800900653,0.3523507714,0.6066825986,0.003559098812,0.006128107198,0.002340827137,0.003602353157,0.02003225312,0.05121474713,0.6925252525
data/101_18_0_4_1_stand.txt,101,stand,0.001701385132,0.002526510973,0.4773723582,0.6447749138,0.1719745249,0.002420348581,0.003668549005,0.3553227484,0.6133794785,0.003589118831,0.006195752416,0.002314279322,0.003665064462,0.02059911005,0.05221676454,0.6868686869
data/101_18_0_5_1_stand.txt,101,stand,0.001745157526,0.002451416338,0.515856723,0.6837604046,0.1581711173,0.002529823687,0.0036069653,0.3590625823,0.616124332,0.003626894671,0.006223477889,0.002382424194,0.003636472626,0.02073071525,0.05276772752,0.6747474747
data/101_18_0_9_1_stand.txt,101,stand,0.002139127348,0.003003799589,0.5719240506,0.6163422465,0.1707939208,0.003212613985,0.004550234415,0.3625733852,0.6186504364,0.003662357572,0.006248993799,0.002680261619,0.004038588144,0.02133862861,0.05434086174,0.6775757576
data/101_18_1_1_1_stand.txt,101,stand,0.003449692158,0.005192392506,0.4749018351,0.6190969944,0.1577336341,0.005724348594,0.008747751825,0.4307350516,0.7259655595,0.004350859672,0.007332986221,0.003791884286,0.006177212577,0.01847138815,0.04692338407,0.6496969697
data/101_18_1_2_1_stand.txt,101,stand,0.00180505868,0.002730505308,0.6064301928,0.6603800058,0.1646594256,0.002563454909,0.003902110271,0.3369442821,0.5809270144,0.003403477604,0.005867949221,0.002184033627,0.003466001945,0.0188177377,0.05082596466,0.6872727273
data/101_18_1_3_1_stand.txt,101,stand,0.002211675514,0.003348129801,0.5479363104,0.6668925285,0.1446675062,0.003330991603,0.005077939946,0.3611064255,0.6278709173,0.003647539299,0.006342130248,0.002634452889,0.004256736953,0.02112674341,0.05598960072,0.6961616162
data/101_18_1_4_1_stand.txt,101,stand,0.002250814345,0.003626329591,0.6126107971,0.6512821913,0.1455469429,0.003251802642,0.005301029421,0.3758463264,0.6686998606,0.003796428209,0.006754544098,0.002865012502,0.004753408954,0.02199735679,0.05741279945,0.6933333333
data/101_18_1_5_1_stand.txt,101,stand,0.002177033341,0.003191418014,0.5086128314,0.6677580476,0.1673262417,0.003282405203,0.004941356834,0.3649955094,0.6227707863,0.003686823184,0.006290614139,0.002649843693,0.004070773255,0.02091272175,0.05529783294,0.6694949495
data/101_18_1_6_1_stand.txt,101,stand,0.002125267871,0.00311899418,0.5220351517,0.7397587299,0.1409767717,0.003225640859,0.004786223173,0.3613248169,0.622875154,0.003649745602,0.006291667931,0.002508570906,0.003954709042,0.02142036706,0.05584749207,0.677979798
data/101_18_1_7_1_stand.txt,101,stand,0.002467971528,0.003641628427,0.5029207865,0.6665965915,0.1817183793,0.003771277145,0.00560499588,0.374035567,0.6335014105,0.003778137034,0.006399004254,0.002593534533,0.004029504489,0.01968357153,0.05245228484,0.6755555556
data/101_18_2_1_1_stand.txt,101,stand,0.003547178814,0.00572278956,0.5244691074,0.6624417305,0.1771273613,0.005408062134,0.008838336915,0.751165092,1.288804173,0.007587525062,0.01301822439,0.003865212435,0.005732596386,0.04512320831,0.1038463563,0.463030303
data/101_18_2_2_1_stand.txt,101,stand,0.003563111415,0.005237402394,0.5081672072,0.7242109776,0.1313246638,0.005622908007,0.008459857665,0.7814304829,1.341690063,0.007893237285,0.0135524245,0.004292310681,0.006668799091,0.04777473584,0.1111505479,0.4327272727
data/101_18_2_3_1_stand.txt,101,stand,0.003901733086,0.005789484363,0.4787621796,0.6745817065,0.1592555195,0.006005023606,0.00895105768,0.8148820996,1.390313625,0.008231132291,0.0140435705,0.004499925766,0.006643563509,0.0498092249,0.1152536571,0.458989899
data/101_18_2_4_1_stand.txt,101,stand,0.004618903156,0.007237553596,0.4928708573,0.7103669047,0.1371535659,0.007300357334,0.01161907986,0.8450386524,1.435564995,0.008535743691,0.01450065617,0.005377965979,0.008323963732,0.04974817112,0.1176463887,0.4068686869
data/101_18_2_5_1_stand.txt,101,stand,0.007024139632,0.01165010594,0.4788998465,0.7366778851,0.1369811743,0.01251752861,0.02123629116,0.9221141934,1.5525527,0.00931428466,0.01568235084,0.005479470361,0.007742197253,0.05030673742,0.1171479747,0.4064646465
data/101_18_2_6_1_stand.txt,101,stand,0.003863551654,0.005922137294,0.4759244919,0.7085682154,0.1448655277,0.005904787686,0.009183030576,0.8060401082,1.368562818,0.008141819388,0.01382386591,0.004590740427,0.006976664998,0.04759974405,0.1114945933,0.4327272727
data/101_18_3_1_1_stand.txt,101,stand,0.004022531677,0.006150984671,0.4871196051,0.7025493383,0.1455798149,0.006340765394,0.009882671759,0.7981877923,1.323160648,0.008062503301,0.01336525846,0.004304638598,0.006207913626,0.04506823421,0.1077188253,0.4117171717
