path,subject_id,label,accel_mean_mean,accel_mean_std,axis_corr_mean_abs,dom_ratio_mean,dom_ratio_std,jerk_mean_mean,jerk_mean_std,path_len_mean,path_len_std,speed_mean_mean,speed_mean_std,speed_std_mean,speed_std_std,spread_mean,spread_std,zero_speed_frac
data/201_18_0_10_2_wheelchair.txt,201,wheelchair,0.00235219812,0.002725473838,0.6981108387,0.6189950109,0.1190609559,0.003503111657,0.004129505251,0.4537248909,0.4652858675,0.004583079368,0.004699856974,0.004505385645,0.004359123297,0.02043269202,0.03127452359,0.5490909091
data/201_18_0_11_2_wheelchair.txt,201,wheelchair,0.005891860928,0.007451169658,0.6482668122,0.5996108651,0.1082485244,0.008536770009,0.01066477783,0.7406986952,0.7759785652,0.007481805049,0.00783816725,0.00798174832,0.009324482642,0.0317517072,0.04216395319,0.4202020202
data/201_18_0_12_2_wheelchair.txt,201,wheelchair,0.004406061955,0.005141222849,0.5604352454,0.5630794764,0.1150323451,0.00652736146,0.007634912152,0.6559797525,0.6587167382,0.006626057439,0.006653704215,0.006035861559,0.006673733238,0.02044101804,0.02975768223,0.4250505051
data/201_18_0_13_2_wheelchair.txt,201,wheelchair,0.008297843859,0.0113705257,0.5877088408,0.5705015659,0.09191975743,0.01219126023,0.01680496335,0.8988525867,1.036412358,0.009079318494,0.01046881266,0.008774434216,0.01018551923,0.02281982638,0.03409130871,0.4242424242
data/201_18_0_1_1_wheelchair.txt,201,wheelchair,0.006203553639,0.007553717587,0.5687469244,0.6837574244,0.1219080836,0.01120270882,0.01381921954,0.5230121613,0.6759164333,0.005282951053,0.00682743825,0.005674085114,0.005862738006,0.02418788522,0.04548295215,0.4662626263
data/201_18_0_2_1_wheelchair.txt,201,wheelchair,0.00561153749,0.007491774391,0.5942030549,0.6117064953,0.1448367536,0.008680940606,0.01174096763,0.5880250335,0.7174621224,0.00593964709,0.007247092202,0.005649666768,0.006762932055,0.02518995106,0.04998752102,0.4997979798
data/201_18_0_3_1_wheelchair.txt,201,wheelchair,0.006550852675,0.008454343304,0.6483822664,0.6635291576,0.1489197612,0.01023119967,0.01335840113,0.6436990499,0.7475771308,0.006502010394,0.007551284041,0.00712425448,0.008429611102,0.02616389841,0.04987261817,0.5131313131
data/201_18_0_4_1_wheelchair.txt,201,wheelchair,0.006506262347,0.008216000162,0.6286603808,0.6473016143,0.1684170812,0.01032632869,0.01323571056,0.6122875214,0.7268737555,0.006184722763,0.007342159282,0.005944135133,0.006875506602,0.02506929077,0.04939002171,0.5026262626
data/201_18_0_5_1_wheelchair.txt,201,wheelchair,0.004093936644,0.004194665235,0.6530857682,0.648611784,0.133562237,0.006061667576,0.006222969387,0.6332917213,0.6001152992,0.006396885961,0.006061770488,0.006522812415,0.005519552156,0.02556425892,0.03744229674,0.4492929293
data/201_18_0_6_1_wheelchair.txt,201,wheelchair,0.004867667332,0.006089199334,0.5290784041,0.5932950377,0.1339543909,0.007225435227,0.009292338043,0.6388392448,0.676405549,0.006452921778,0.006832379848,0.006176501047,0.006665071007,0.02236261778,0.03403747827,0.4715151515
